atom_id,delta_e_kj_mol,pe_eV,bulk_reference_mean_pe_eV,bulk_reference_std_pe_eV,bulk_reference_count,x_A,y_A,z_A,first_neighbor_count
235619,-7.4136610964228655,-1420428.24254073,-1420428.1657035472,0.33892668150537625,10,37.3666,149.7969971,106.9100038,
450026,8.038227492916617,-1420428.08239319,-1420428.1657035472,0.33892668150537625,10,190.6470032,150.3760071,32.0159988,
234335,-23.813908832712624,-1420428.41251732,-1420428.1657035472,0.33892668150537625,10,156.2949982,23.8570996,179.6959992,
436118,2.327791352295152,-1420428.14157769,-1420428.1657035472,0.33892668150537625,10,194.3710022,186.8029938,113.9079972,
350613,-19.257230793983748,-1420428.36529068,-1420428.1657035472,0.33892668150537625,10,132.4459992,178.6029969,28.9386006,
329818,-23.68010685257396,-1420428.41113056,-1420428.1657035472,0.33892668150537625,10,185.970993,7.3343501,143.5859986,
291699,22.520529169412118,-1420427.93229471,-1420428.1657035472,0.33892668150537625,10,86.2580032,171.0639954,182.7689972,
356249,-5.695525572496649,-1420428.22473351,-1420428.1657035472,0.33892668150537625,10,150.8450012,179.6139984,133.2330017,
461566,-1.0723623660725152,-1420428.1768178,-1420428.1657035472,0.33892668150537625,10,162.772995,86.8992004,49.8058014,
214203,12.285107529177427,-1420428.03837738,-1420428.1657035472,0.33892668150537625,10,119.4160004,90.7177964,124.3840027,
62422,-14.580794181735795,-1420428.31682283,-1420428.1657035472,0.33892668150537625,10,21.6068001,120.3330002,156.6600037,
310516,-7.862699972781235,-1420428.24719469,-1420428.1657035472,0.33892668150537625,10,24.8306008,83.905899,73.226799,
265012,27.15211939477781,-1420427.88429166,-1420428.1657035472,0.33892668150537625,10,94.5972977,124.5910034,186.3459931,
411011,-46.57471861341913,-1420428.64841649,-1420428.1657035472,0.33892668150537625,10,3.19646,196.8000031,89.8414994,
449515,-22.869381114901504,-1420428.40272798,-1420428.1657035472,0.33892668150537625,10,181.5180054,141.929001,25.0044003,
392867,5.171740883380582,-1420428.11210223,-1420428.1657035472,0.33892668150537625,10,66.5195999,129.0,69.5202027,
120943,61.984720433308695,-1420427.52327719,-1420428.1657035472,0.33892668150537625,10,74.6062012,87.2354965,113.3339996,
369701,4.570644997831506,-1420428.11833215,-1420428.1657035472,0.33892668150537625,10,133.4850006,117.1660004,112.2200012,
357755,5.518865200352629,-1420428.10850454,-1420428.1657035472,0.33892668150537625,10,138.578003,163.6150055,129.2290039,
69691,-40.98842820824303,-1420428.59051867,-1420428.1657035472,0.33892668150537625,10,73.0820007,137.0729981,197.279007,
196280,11.995171031925235,-1420428.04138236,-1420428.1657035472,0.33892668150537625,10,109.151001,-1.55764,13.5426998,
233274,-65.09988789510822,-1420428.84041634,-1420428.1657035472,0.33892668150537625,10,133.4479981,47.2891007,184.298996,
297658,-4.8033391983645375,-1420428.21548665,-1420428.1657035472,0.33892668150537625,10,199.3079987,52.8199005,69.5341034,
294506,-27.87576476106602,-1420428.45461549,-1420428.1657035472,0.33892668150537625,10,169.4709931,39.4678002,46.9315988,
212424,-26.719745043739195,-1420428.44263419,-1420428.1657035472,0.33892668150537625,10,153.9320068,90.2580032,124.8030014,
443592,-17.419232505065146,-1420428.34624117,-1420428.1657035472,0.33892668150537625,10,189.5639954,117.5080033,40.9700012,
207220,-5.988470480600768,-1420428.22776967,-1420428.1657035472,0.33892668150537625,10,64.3003006,34.4267998,200.3930054,
221634,-0.039458914925017914,-1420428.16611251,-1420428.1657035472,0.33892668150537625,10,128.5809937,36.3465004,107.8830032,
78190,23.059071711337012,-1420427.92671311,-1420428.1657035472,0.33892668150537625,10,124.2549973,85.4257965,71.0976028,
411332,-18.17821023782381,-1420428.35410742,-1420428.1657035472,0.33892668150537625,10,193.2700043,109.8759996,159.977005,
414123,-33.945575961333745,-1420428.51752465,-1420428.1657035472,0.33892668150537625,10,198.8639984,128.9640046,149.3470001,
301606,-7.459562068152703,-1420428.24301646,-1420428.1657035472,0.33892668150537625,10,8.1321697,49.6753006,12.0622997,
370781,-38.25411591843014,-1420428.56217952,-1420428.1657035472,0.33892668150537625,10,109.137001,94.2065964,77.6389008,
139937,-34.3515408740227,-1420428.52173218,-1420428.1657035472,0.33892668150537625,10,166.3699951,50.1487007,55.3334007,
291820,-9.506702948941106,-1420428.26423358,-1420428.1657035472,0.33892668150537625,10,99.9228974,176.2649994,164.4799958,
396059,-4.532033071073414,-1420428.21267476,-1420428.1657035472,0.33892668150537625,10,59.4352989,149.7709961,86.3777008,
100445,-8.523956414891826,-1420428.25404813,-1420428.1657035472,0.33892668150537625,10,171.3609924,78.7838974,174.6779938,
149752,3.8526455378922924,-1420428.12577369,-1420428.1657035472,0.33892668150537625,10,8.3636503,76.342598,126.3209992,
82013,0.1720301866389711,-1420428.16392058,-1420428.1657035472,0.33892668150537625,10,100.4039993,100.8880006,-1.63256,
147787,-7.9193590623338155,-1420428.24778192,-1420428.1657035472,0.33892668150537625,10,8.5542803,72.6769028,99.2715988,
100639,4.674111039693292,-1420428.1172598,-1420428.1657035472,0.33892668150537625,10,110.9560014,39.4105988,71.856102,
131353,-14.900718323905185,-1420428.32013861,-1420428.1657035472,0.33892668150537625,10,29.847601,99.4633026,108.1289978,
89792,-3.792180651471155,-1420428.20500673,-1420428.1657035472,0.33892668150537625,10,158.3170014,72.0251999,33.9005014,
314925,-6.158182373261481,-1420428.22952861,-1420428.1657035472,0.33892668150537625,10,191.7879944,100.3759995,164.8009949,
313604,-17.049959974326192,-1420428.34241393,-1420428.1657035472,0.33892668150537625,10,13.1415997,98.9954988,50.8541986,
287671,-2.685739923290335,-1420428.19353928,-1420428.1657035472,0.33892668150537625,10,75.6182022,3.9386102,151.8040009,
30847,-53.5613015789787,-1420428.72082732,-1420428.1657035472,0.33892668150537625,10,177.6320038,182.102005,126.5510025,
445386,-21.472172199790858,-1420428.38824693,-1420428.1657035472,0.33892668150537625,10,18.4426003,143.2189942,68.1909027,
91121,0.553741602266234,-1420428.15996442,-1420428.1657035472,0.33892668150537625,10,149.6730042,45.1871986,38.5690003,
130561,30.44830630972018,-1420427.85012909,-1420428.1657035472,0.33892668150537625,10,12.1564999,71.6144028,124.3280029,
76131,-13.503859656586767,-1420428.30566119,-1420428.1657035472,0.33892668150537625,10,46.8941994,133.8430024,28.6490994,
333512,-19.42735855394802,-1420428.36705393,-1420428.1657035472,0.33892668150537625,10,55.3117981,42.1640015,198.6269989,
131601,-6.072735929955772,-1420428.22864302,-1420428.1657035472,0.33892668150537625,10,14.1743002,84.4447022,134.5429993,
287002,-8.688639507665773,-1420428.25575495,-1420428.1657035472,0.33892668150537625,10,51.0341988,164.3289948,166.4680023,
115066,-22.486559154754392,-1420428.39876031,-1420428.1657035472,0.33892668150537625,10,25.4871006,20.5755997,77.7315979,
315732,-4.704240100161263,-1420428.21445956,-1420428.1657035472,0.33892668150537625,10,200.7799988,106.1279984,176.8240052,
212717,-23.36707368014841,-1420428.4078862,-1420428.1657035472,0.33892668150537625,10,191.7330017,97.8422012,152.8930054,
272627,-67.95854471086828,-1420428.87004423,-1420428.1657035472,0.33892668150537625,10,24.2033005,12.2458,85.2040024,
281127,-33.16638548711833,-1420428.50944891,-1420428.1657035472,0.33892668150537625,10,33.524601,159.4839936,127.7429962,
364720,10.588572169172739,-1420428.05596073,-1420428.1657035472,0.33892668150537625,10,150.7749939,150.3419953,66.1638031,
424106,-31.179456292644193,-1420428.48885584,-1420428.1657035472,0.33892668150537625,10,152.5379944,141.302002,98.3431015,
18953,-65.80930499241508,-1420428.84776893,-1420428.1657035472,0.33892668150537625,10,187.7810059,3.81636,182.4420014,
181031,16.63490074999986,-1420427.99329495,-1420428.1657035472,0.33892668150537625,10,57.3594017,8.8471604,72.8079987,
27495,-26.33463060160236,-1420428.43864276,-1420428.1657035472,0.33892668150537625,10,157.404007,14.4153996,33.2482987,
90585,-4.48251100758359,-1420428.2121615,-1420428.1657035472,0.33892668150537625,10,130.5310059,28.6837998,42.3828011,
153066,-5.412861181800748,-1420428.2218039,-1420428.1657035472,0.33892668150537625,10,188.0970001,55.0150986,142.3190003,
182938,-21.303590126398614,-1420428.3864997,-1420428.1657035472,0.33892668150537625,10,31.5016995,13.5806999,85.3527985,
318964,12.642864520852992,-1420428.03466949,-1420428.1657035472,0.33892668150537625,10,0.330839,73.0313034,182.6170044,
92874,49.47963572445701,-1420427.65288326,-1420428.1657035472,0.33892668150537625,10,114.4449997,15.0320997,30.0946999,
294628,-40.169777179176435,-1420428.58203395,-1420428.1657035472,0.33892668150537625,10,160.6170044,41.1411018,37.3031998,
450957,-17.195468533694054,-1420428.34392202,-1420428.1657035472,0.33892668150537625,10,174.1649933,113.6669998,161.074997,
