atom_id,delta_e_kj_mol
47911,23.0049725
47914,5.5122128
47919,34.407547
47920,9.7068806
47923,28.4424114
47924,33.0151253
47926,27.1849842
47927,17.2740154
47928,16.6041508
47929,19.8043804
47930,4.7550054
47931,-19.8782292
47932,17.960207
47933,39.7441139
47934,1.1384792
47935,-15.5888758
47938,18.2503815
47939,18.5816765
47955,11.0669088
47959,32.6306534
47960,37.9796944
47962,6.4278612
47963,13.610488
47964,38.8329354
47965,17.971943
47966,26.3007069
47967,-10.4910794
47968,33.2472763
47969,18.6142445
47970,-7.5059934
47973,24.9252606
47974,-0.2005785
48006,20.3186989
48007,20.1296539
48009,38.869156
48010,-4.9224534
48011,30.004858
48012,33.8433456
48013,-1.4026749
48014,-6.3219624
48015,-20.0402088
48016,34.7014885
48017,25.4604378
48018,88.7777863
48019,2.5567866
48020,9.0144796
48021,13.3740244
48022,2.6097181
48064,19.7518883
48065,13.4518299
48068,1.3451874
48069,28.3939076
48070,23.3338528
48071,36.6870728
48072,-10.572135
48073,25.9184532
48074,-5.5435081
48075,-2.1166146
48076,22.0123234
48077,32.8074913
48078,6.859024
48079,16.842516
48082,19.745657
48083,19.8390008
48131,18.646677
48132,18.9271336
48134,-12.5442667
48135,11.4095564
48136,31.8798448
48137,12.4350119
48138,34.3638916
48139,-7.732512
48140,2.6910248
48141,27.6641197
48142,-22.2312908
48143,10.3911162
48144,35.8550492
48145,10.8841344
48146,-10.2834597
48147,12.8092165
48150,20.6439991
48151,11.963541
48216,9.7940464
48219,6.2802005
48220,49.0785751
48221,28.1346321
48222,29.5583153
48223,4.2108398
48224,30.1967354
48225,91.2294464
48226,-0.7699249
48227,8.6968279
48228,14.6393624
48229,6.8228374
48303,31.5768357
48304,-3.696266
48306,5.958252
48307,40.6515541
48308,-13.973302
48309,27.925501
48310,38.293457
48311,7.3877645
48312,50.8514634
48313,4.5541625
48314,67.0019455
48315,3.8310392
48316,17.5285931
48317,4.2217918
48318,19.8057041
48321,27.1463394
48322,23.0264034
48402,19.1275845
48405,-5.1870079
48406,33.861454
48407,1.9757616
48408,4.242415
48409,13.0652647
48410,5.9733648
48411,2.6934407
48412,28.4916401
48413,23.8164692
48414,28.3896866
48415,-4.0014033
48416,15.2807427
48418,-0.5919336
48509,19.8859234
48511,16.4800015
48512,31.2593022
48513,39.6359444
48514,2.7252543
48515,-6.4624419
48516,63.008358
48517,-10.7326613
48518,15.9533844
48519,37.7384644
48520,24.1994019
48521,-15.694376
48523,7.5779076
48610,14.4987736
48613,17.0953617
48614,44.7508316
48615,7.5163856
48616,12.1999807
48617,48.3253403
48619,31.1577168
48620,31.7212506
48621,45.4836502
48622,16.963482
48623,13.2712727
48624,16.6390171
48625,4.7656412
48704,27.1324463
48708,9.945675
48711,9.9102002
48712,30.6803417
48713,17.5077725
48714,15.2237473
48715,43.8882866
48717,28.2883492
48718,38.7807198
48719,51.9711456
48720,15.9167242
48721,17.0015793
48722,5.6403609
48723,29.5701943
48725,3.2355116
48796,36.8199044
48799,36.1731415
48800,3.3951726
48801,9.9510908
48802,7.7613712
48803,2.0368073
48804,14.5788212
48805,24.0269356
48806,28.510931
48807,22.538826
48808,1.3147835
48809,30.800787
48810,32.1231079
48811,33.196209
48812,19.3473168
48813,-8.7802868
48814,15.3476601
48815,10.5181742
48816,5.3873863
48882,15.2937727
48885,36.8373223
48886,-6.6599016
48887,0.4877196
48888,9.0944452
48889,5.2858758
48890,15.1185913
48891,63.4132881
48892,46.304802
48893,8.0307608
48894,1.6272501
48895,0.6866812
48896,13.2034483
48897,30.5414772
48898,8.6997242
48901,21.9856892
48964,9.7694493
48966,19.7520161
48967,-8.2797451
48968,25.515707
48969,19.3089733
48970,52.1931801
48971,38.4618912
48972,-14.494299
48973,-8.5674839
48974,3.3712928
48975,-1.6118709
48976,-4.8406096
48977,7.8020163
49036,-1.1237198
49039,26.1547928
49040,-22.5371685
49041,-29.6608029
49042,-0.0639232
49043,15.2190094
49044,3.2785735
49045,5.8941628
49046,-1.188008
49047,-4.7587047
49048,15.817977
49049,4.5398259
49050,25.377676
49051,32.5071907
49052,4.5389595
49098,-5.515625
49102,7.4375139
49103,-13.2910433
49105,2.6002801
49106,14.9423038
49107,-9.0390625
49108,-2.8279362
49110,14.516285
49111,6.6765976
49112,10.6919298
49113,26.3808117
49114,6.6924663
49115,5.552104
49157,-7.8545232
49160,40.5511322
49161,-6.3506336
49162,-26.5185528
49163,-25.5677872
49164,3.3094492
49165,-6.7781167
49166,14.8583966
49168,-9.3272743
49169,-2.3941305
49170,6.9158588
49171,40.7423134
49172,3.9291244
49173,10.7988606
49174,21.4721737
49175,19.6822815
49206,24.6219902
49210,31.4808808
49213,28.8588142
49214,-16.979845
49215,-10.1905527
49216,9.1763945
49220,-4.1345849
49221,2.2050104
49222,18.911869
49223,19.5053883
49224,28.753954
49226,38.2545357
49227,-0.4226478
49248,24.3675881
49249,29.6243019
49250,56.4823342
49251,39.7793045
49252,-1.7061481
49253,9.2412043
49254,27.88064
49255,33.735569
49256,33.3322258
49257,28.3337765
49258,26.682663
49259,29.6498261
49260,33.2058334
49261,0.4526776
49262,-21.7069168
49263,19.6771984
49264,-11.0906124
49265,15.7441635
49266,9.9548846
49267,37.6103058
49268,-10.910286
49269,38.9985428
49271,4.6080208
49272,16.7732945
49276,4.8628784
49277,-10.7994652
49279,-5.4169765
49280,24.3086777
49281,-14.6065302
49282,50.1246948
49283,8.3265438
49284,26.0366459
49285,19.4818115
49286,12.7278395
49287,29.6920452
49290,14.9371978
49291,21.5145569
49310,38.4381027
49311,22.2754498
49312,27.6639691
49314,10.4271584
49315,3.0708363
49316,-8.600874
49317,15.4917755
49318,-5.6000295
49319,-10.1508951
49320,29.0620575
49352,6.8984042
49353,23.4845658
49355,17.963524
49356,5.0289779
49357,2.2996106
49358,-8.3198013
49361,5.2573314
49362,6.0453
49402,15.8955374
49403,16.931488
49405,-9.1835766
49406,-12.8915138
49407,25.9705658
49408,34.6188927
49409,5.3230686
49410,-8.1640968
49411,10.668356
49412,-14.7365589
49413,-3.3770096
49414,-0.127522
49415,-0.8887422
49467,-1.2442663
49470,0.8099217
49471,48.3129349
49472,23.1553249
49473,43.0378151
49474,-24.259573
49475,11.7913771
49476,-6.0226369
49477,5.2103748
49478,19.846302
49482,8.6355238
49538,33.3154793
49539,-2.5681689
49541,-24.2384815
49542,24.4505081
49543,28.2797146
49544,29.839512
49545,-9.405119
49546,26.0906887
49547,9.6285506
49548,-11.6467724
49551,3.3711648
49552,6.4996043
49625,5.001121
49628,-10.5611811
49629,24.9843236
49630,17.2359638
49631,-13.3116322
49632,1.3857461
49633,2.1585219
49634,28.3669567
49636,9.3463984
49719,30.7026634
49720,-22.9483414
49722,-15.8735724
49723,0.3940819
49724,-11.9327222
49725,29.2571774
49727,-7.0586305
49728,1.3615667
49729,9.4057408
49730,-8.2745638
49731,17.8195973
49735,19.3273258
49823,52.8727188
49825,11.9264402
49826,8.5213003
49827,-10.9358636
49828,16.2736836
49829,30.8019562
49830,5.4940033
49831,15.6605807
49832,19.845852
49833,24.000515
49931,43.9900514
49934,1.297796
49935,25.020031
49937,22.2100411
49938,16.3126164
49939,-4.4936691
49940,2.229018
49941,4.1508761
49943,30.3307457
50034,32.4627457
50037,32.9459152
50038,22.0326309
50041,30.5779076
50042,28.7161522
50043,17.1836529
50044,15.9705564
50045,-8.5411492
50046,21.1584396
50047,28.4577885
50048,6.9761396
50049,20.5101872
50050,35.244091
50051,12.2260294
50053,7.3943749
50140,19.0637684
50143,29.3434563
50144,28.5271263
50147,23.9460888
50148,41.7132645
50149,22.1448612
50150,18.4197426
50151,39.1854553
50152,2.7312372
50153,26.8768616
50154,37.4854431
50155,-0.8708076
50156,52.0450439
50157,-4.3788133
50158,2.4786773
50159,-16.7589989
50237,27.2144871
50241,9.1709595
50244,8.8046456
50245,18.7704869
50248,21.1668873
50249,36.0027542
50250,24.5185662
50251,24.4740296
50252,40.1901665
50253,18.1550446
50254,19.6873245
50255,40.9611054
50256,46.296402
50257,44.3418503
50258,49.8921624
50259,-14.5716906
50260,10.7002154
50331,32.5908547
50334,32.332695
50335,15.7157669
50336,-4.4113493
50337,5.190145
50338,12.0039063
50339,26.2246285
50340,38.4048882
50341,13.8339901
50342,-17.3789559
50343,25.1585712
50344,9.4185076
50346,40.2399941
50347,34.790699
50348,26.9567032
50349,-2.5817259
50350,42.0583916
50351,27.0564442
50352,29.9355088
50353,19.0602093
50355,-10.0798531
50421,27.2437306
50422,-6.7303148
50423,24.5604878
50424,-4.2573266
50425,19.8173237
50426,53.8014946
50427,26.7589302
50428,36.1694679
50429,61.872738
50430,21.9350052
50433,8.0081348
50434,19.6126633
50435,23.0592175
50436,1.3038886
50437,10.6988154
50438,-10.7251339
50440,-9.8214245
50503,37.2430992
50506,-1.4457435
50507,1.6514756
50508,10.8124304
50509,25.7663746
50510,30.4647579
50511,5.2720127
50513,6.474988
50514,18.7675762
50515,-24.5750866
50516,21.1660557
50517,-9.9087658
50518,-4.0850034
50519,16.0238762
50520,23.0378685
50521,0.6780816
50522,5.4816642
50573,20.9868032
50577,10.3700695
50580,16.3405457
50581,40.156044
50582,20.8084221
50583,31.7167473
50584,30.3086319
50585,8.3302508
50586,0.8087933
50587,10.1399212
50588,0.7974692
50590,-1.4670379
50591,25.5830403
50592,9.9725666
50593,-4.4011688
50594,8.2811499
50640,17.4187145
50643,20.4458828
50644,-0.3429523
50647,3.3603628
50648,29.9314404
50649,-8.936247
50650,10.4219094
50651,27.5995503
50652,-26.4285317
50653,36.3423576
50656,9.8581706
50657,4.5383759
50658,-5.1293144
50659,9.9988012
50662,-5.6334219
50703,6.7959471
50704,5.9752402
50706,-2.534631
50707,-6.5652929
50708,25.6849594
50709,20.8805944
50710,10.4623204
50711,16.068409
50712,5.7262111
50713,11.9573526
50714,30.1481857
50716,29.2648258
50736,17.2869454
50737,33.4400978
50738,32.5519219
50739,0.0271125
50740,8.4366503
50741,6.6667948
50742,20.9327068
50743,-11.4043779
50744,9.0079145
50745,13.7397814
50749,16.5198517
50750,33.2607765
50753,-8.574647
50754,39.8276901
50755,13.110055
50756,-2.0632048
50757,-28.3443279
50758,-4.6894799
50759,-5.9586478
50760,21.5282727
50761,18.7753201
50762,24.6270733
50774,22.5792351
50777,-9.3603869
50778,-2.1278997
50779,11.3135061
50781,17.8291264
50782,5.7085433
50783,21.0821075
50787,26.9996244
50811,17.2204228
50812,10.6193285
50814,12.9214182
50815,4.758863
50816,-1.9278464
50817,12.4086399
50818,1.0440788
50819,-4.0853395
50821,11.5628214
50822,30.1476116
50862,-26.8445912
50863,15.7130432
50864,19.3234692
50865,42.0735931
50866,-6.9226708
50870,24.3315849
50917,-4.2427917
50918,13.0020533
50919,8.804533
50920,16.9365312
50921,-15.6387701
50922,-14.4857941
50923,2.0776813
50983,16.4963227
50984,-14.305356
50986,-13.6490574
50987,-16.2528057
50988,-9.3044949
50989,12.5025072
50990,-0.7152121
50992,7.2842636
50993,39.7763176
51061,10.1442747
51062,-7.203876
51064,-25.5003033
51065,-9.3876362
51066,3.6088081
51067,47.811821
51068,-7.8897514
51072,23.4829216
51152,2.5652368
51153,-13.2655134
51155,11.0282669
51156,19.8722706
51157,-3.7357981
51158,16.1144543
51159,5.9388542
51161,-1.9735278
51248,26.4669533
51250,25.6697636
51251,40.5918846
51252,4.1854076
51253,0.9963304
51254,-6.9771266
51255,11.9045048
51256,6.225431
51257,16.3735123
51258,20.5960942
51259,5.9839936
51260,21.2341709
51352,-7.4861312
51353,16.4096184
51355,11.5803747
51356,-13.5123234
51357,16.8728906
51358,-12.0470181
51359,11.5740633
51360,14.3239126
51361,6.6903482
51362,-12.2158957
51363,27.1180286
51364,16.4021912
51468,-1.5268464
51469,3.2997997
51470,3.893375
51471,5.6232629
51472,9.683507
51473,43.9144326
51474,-2.3542915
51580,72.4938965
51582,20.511715
51583,31.8295975
51584,0.606087
51585,-2.0096269
51586,82.7290268
51587,29.6351624
51588,-5.9147254
51589,6.3084946
51590,28.5571518
51689,28.3570995
51692,35.5164643
51693,4.7398868
51694,21.5437489
51695,37.666256
51696,25.5679436
51697,43.0035744
51698,37.2262497
51699,25.7150612
51700,19.7474537
51701,33.9521676
51702,2.475019
51703,7.4252391
51797,23.2177792
51800,25.3803883
51801,4.2239189
51802,7.8599696
51803,12.1097651
51804,10.0686731
51805,34.5145417
51806,33.9979478
51807,43.7718582
51808,8.6004906
51886,21.3216381
51889,16.1416092
51894,11.0517683
51897,4.312274
51898,19.0483608
51899,23.0729389
51901,24.0987053
51902,6.4222899
51903,1.2285509
51904,5.7800079
51905,26.241602
51906,19.9451656
51907,9.32516
51908,15.3956995
51909,21.8801594
51910,4.9130322
51981,23.194519
51984,26.7114506
51989,27.1363354
51990,9.7354822
51991,11.4644757
51992,21.1898384
51993,26.253973
51994,39.5572205
51995,31.8691826
51996,28.4195347
51997,8.9167472
51998,-0.7182788
51999,9.4339743
52000,17.0138721
52001,31.0666904
52002,1.2959275
52003,-18.7594528
52004,9.2569866
52006,14.4974318
52073,26.3357201
52077,16.1614094
52078,10.2623339
52079,5.5141082
52080,22.8707466
52081,30.4589157
52082,60.2601166
52083,55.3911743
52084,28.6970883
52085,-4.443101
52086,1.1269482
52087,8.7324229
52088,36.3019524
52089,2.2214203
52090,11.2506657
52091,-3.5877218
52158,32.3084259
52161,12.1884804
52162,-10.5789223
52163,3.1654751
52164,55.8557282
52165,28.3260441
52166,-19.1362209
52167,-16.541502
52168,2.994482
52169,16.4032402
52170,9.1203747
52171,-2.1825328
52172,18.9762822
52173,41.648098
52174,16.2895889
52229,19.1900005
52232,28.8242321
52233,12.9286624
52234,40.5536576
52235,13.3898249
52236,10.9541274
52237,30.6323624
52238,-3.5142811
52239,27.4396076
52242,34.8929444
52243,25.4149284
52244,-15.5675097
52245,6.4103994
52246,9.9523622
52247,17.8865472
52249,11.1123257
52294,41.775261
52297,15.8952104
52298,13.1084185
52299,3.773201
52300,25.9716148
52301,12.3274775
52303,32.1274605
52304,31.712698
52308,-2.5101753
52315,8.9709626
52322,25.3321266
52323,25.280838
52324,-9.4891024
52325,11.153862
52326,21.9519654
52328,20.9449348
52330,24.856699
52331,-13.9270984
52333,9.4451142
52334,-16.4208775
52335,30.9376718
52338,46.2249794
52339,23.99473
52341,21.880434
52342,12.3544321
52344,8.6510229
52346,4.5450297
52347,48.0508881
52348,-26.7257424
52349,-6.0547957
52350,2.6694718
52351,-27.2560883
52352,-20.9766122
52353,9.1766062
52354,37.1837654
52355,24.1416283
52356,23.3127022
52357,20.7180004
52358,24.9317132
52359,21.9110852
52377,11.4388342
52378,4.5215874
52380,-11.2187605
52381,-12.7974987
52382,8.1916504
52383,36.6363297
52384,4.2409077
52385,19.2129021
52386,15.8871766
52387,12.6766615
52392,25.2714901
52393,24.8829594
52421,8.6039677
52422,43.4553223
52424,15.1237402
52425,15.0978289
52430,20.525343
52431,18.9510174
52471,26.9142704
52472,2.4795232
52474,-12.8476562
52475,9.486701
52476,9.9790574
52477,24.2170735
52478,20.977173
52480,12.0370598
52532,5.4240046
52533,-14.9488622
52535,-5.8710856
52536,1.919779
52537,-6.9567132
52538,7.766336
52606,14.2542153
52607,-19.6012535
52609,-3.0192471
52610,41.2305451
52612,-1.9089156
52686,22.4690361
52688,24.3279934
52689,23.1472035
52690,4.3714218
52691,-14.5646401
52692,-6.8152895
52693,-4.2832298
52694,15.2836867
52695,12.7335749
52696,-7.925882
52697,13.5068865
52780,5.891132
52781,26.776968
52784,10.1487179
52785,-26.9878922
52787,12.9113732
52788,17.6202297
52789,-1.7034056
52883,18.7303067
52885,13.7772961
52886,-5.2294965
52887,-6.7778926
52888,-28.0825939
52889,-4.8600178
52890,6.7823358
52891,23.6418743
52892,34.2326965
52893,6.3194156
52894,-1.6324921
52991,-14.5254517
52992,7.3428612
52994,38.7372742
52995,-11.2851725
52996,11.7716961
52997,7.7237439
52998,-14.834096
52999,34.5879822
53000,9.1206579
53001,4.5143833
53002,25.1715164
53104,4.863257
53107,-10.7551241
53108,7.150178
53109,11.7463007
53111,12.7684889
53112,4.1520138
53113,-29.2329655
53114,14.7935124
53223,36.7273865
53224,23.3644638
53226,40.1478615
53227,14.2697487
53228,-9.3343935
53229,6.7872057
53232,29.3068752
53335,20.9395618
53338,34.6912613
53339,15.7862492
53340,26.8341351
53341,16.1748619
53342,37.323864
53343,12.0949001
53344,18.9343262
53345,-3.1951318
53347,1.3070523
53348,31.872923
53349,28.917902
53448,12.3038902
53451,15.2904434
53452,41.2146835
53453,24.4308911
53454,28.1284218
53455,24.4995041
53456,11.7537766
53457,22.0925179
53458,17.5954247
53459,38.9265672
53460,16.3012257
53461,-20.1538658
53462,9.5961228
53463,5.0916791
53466,16.1427307
53557,14.1183558
53560,21.2500095
53561,39.4924622
53562,11.0651493
53563,17.8409272
53564,38.9823228
53565,17.3642388
53566,28.1704369
53567,24.434969
53568,12.0260639
53569,32.5346146
53570,37.9115068
53571,31.3912068
53572,-7.7000842
53574,-15.1727085
53653,28.89464
53656,21.8154278
53657,7.4495769
53660,9.1121225
53661,19.8054886
53662,24.5249615
53664,16.3710957
53665,36.7518273
53666,5.7322655
53667,4.5211282
53668,27.9024678
53669,26.7201405
53670,16.6862374
53671,26.7428932
53672,33.1658096
53673,32.8298645
53674,12.7757015
53675,20.077734
53676,-4.0213909
53750,26.5461941
53753,32.5289192
53754,15.9830112
53757,14.7720232
53758,46.2237282
53759,31.844
53760,29.5680847
53761,38.0540543
53762,28.742136
53765,29.2602387
53766,16.8142681
53767,26.5631733
53768,-2.7320988
53769,15.776702
53770,-4.6519041
53771,4.9363476
53772,6.8384409
53843,12.9585982
53846,0.941474
53847,58.9796104
53848,14.2103148
53849,28.2157269
53850,51.8785896
53851,25.7913056
53854,26.010313
53855,7.889677
53856,9.6339827
53857,0.5237324
53858,13.0767384
53859,19.5217133
53860,26.6216107
53861,22.715889
53923,-7.440042
53929,26.1147976
53930,40.2543945
53931,6.2735362
53932,6.3482294
53933,1.3772974
53934,20.9974022
53935,22.7206078
53936,-0.5083642
53937,28.5169392
53976,25.090786
53984,0.7782343
53985,25.6674004
53986,26.622839
53987,8.6896153
53988,21.9285908
53989,29.2231865
53990,1.7903215
53991,47.4158859
53994,-13.4949827
53995,18.8068276
53998,11.1351757
53999,8.4965983
54002,-0.0939102
54003,37.9813882
54008,0.4426701
54010,3.3234429
54013,-0.947055
54014,13.047431
54015,25.892334
54016,0.366928
54017,9.6847363
54018,2.4831538
54019,-9.3023291
54020,21.3786068
54021,21.7421017
54026,43.0346336
54027,58.1212654
54028,-24.1867886
54029,-9.2102432
54030,-20.5573406
54031,6.7668252
54032,-15.4221354
54033,-4.6057973
54034,-13.6694498
54037,49.1898995
54038,48.1205292
54039,27.9274922
54040,31.0854778
54041,19.5019341
54042,14.489173
54049,15.9070578
54050,-2.8937624
54051,29.97711
54053,31.7624607
54054,-9.183424
54055,-5.6340056
54056,-10.4492569
54057,9.7409745
54058,28.7810421
54059,44.5871697
54060,40.4685288
54061,20.8775692
54062,18.689312
54087,7.8116584
54088,-0.5068881
54089,5.4423476
54091,-7.1436219
54092,-1.2810524
54093,19.0626984
54094,17.3428803
54099,24.4744778
54100,24.4119187
54131,11.5421801
54132,16.2119942
54135,4.1612811
54136,9.5195647
54137,-0.9679596
54138,13.2342272
54141,20.6325684
54142,13.2189827
54187,34.1697311
54189,10.8198748
54190,18.3932171
54191,-33.5824738
54192,22.7907601
54193,-9.3051014
54194,5.337472
54195,27.6514588
54196,2.4061601
54255,23.1998653
54256,15.9128332
54257,30.1543827
54258,5.1910133
54259,-0.3499414
54260,21.0832233
54332,24.8748094
54333,10.9859592
54335,-8.1324329
54337,22.2428169
54417,-5.119504
54418,14.4719258
54420,16.9133396
54421,-17.963583
54422,-7.5807333
54423,-27.2529259
54424,39.4099884
54425,-13.6848307
54427,-2.7817269
54515,-11.5835486
54517,22.9478302
54518,61.5222817
54519,7.4497552
54520,-13.2383804
54521,9.2313376
54522,-7.1878119
54523,17.0833035
54525,-1.2733872
54526,-0.378989
54527,17.8910542
54528,11.4440212
54625,23.7777481
54626,-1.0222034
54627,13.6507254
54629,25.4131413
54630,-26.4548664
54631,9.3024845
54632,33.517273
54736,8.6185045
54737,14.4665308
54739,16.6108151
54740,20.2488041
54849,23.5157643
54850,10.0073957
54852,-5.7149239
54853,26.4454251
54854,20.5265999
54855,6.1299009
54856,5.4919601
54966,5.9187442
54967,19.9567986
54968,35.6680718
54969,29.5147934
54970,5.3374076
54971,13.7238121
54972,9.1729708
54974,6.2602477
54975,19.5027008
54977,-7.4670387
55084,22.3165169
55086,22.0425835
55087,70.5446625
55089,1.8770172
55090,-2.0141261
55091,21.547144
55092,62.8064995
55093,-5.970675
55095,0.4382269
55205,1.8290553
55206,22.0780106
55207,28.4633789
55208,38.0279236
55209,38.91494
55210,-0.9119924
55211,41.2473526
55212,-10.866417
55318,32.5845528
55320,27.6339817
55321,17.2030621
55322,31.5036907
55323,39.8149567
55325,22.5077915
55326,-0.4098744
55327,0.2413079
55328,-10.2558403
55329,13.5304919
55428,25.0350285
55429,15.2349215
55431,15.6116877
55432,30.0817585
55433,47.0499077
55434,-0.9442618
55435,-9.1084414
55436,-2.8321362
55437,10.9171848
55438,2.1945655
55524,26.0514889
55525,19.842823
55527,25.0897236
55528,26.6438408
55529,36.8348542
55530,21.6757221
55531,25.2370224
55532,29.7031918
55533,12.4065342
55534,14.0811243
55535,31.0324745
55537,12.7073746
55538,-6.0118451
55539,8.4984722
55621,21.882248
55623,22.3885498
55624,25.9850712
55625,46.0242538
55626,25.6473637
55627,35.9888954
55628,39.5427933
55629,21.2617035
55630,22.3016548
55631,17.0143032
55632,19.3523064
55633,9.2692652
55634,0.2910803
55635,37.2448807
55706,6.1513081
55707,51.7778549
55708,11.5870114
55709,21.1589146
55712,5.9392414
55747,2.8315244
55748,-15.2772217
55752,8.7430601
55757,32.5925255
55758,27.6989155
55759,35.3810921
55760,-3.9502606
55761,20.6562844
55762,35.5464058
55769,4.2181616
55770,25.4162483
55773,10.1135159
55774,16.543066
55777,13.874261
55778,28.4042683
55781,-8.027669
55782,28.7152653
55783,21.7561016
55785,1.3873241
55786,-0.1904688
55787,19.711771
55788,24.0040798
55789,20.4987011
55790,40.5861397
55791,-5.880755
55792,-9.3473415
55793,31.2539883
55794,17.9967976
55795,32.6681633
55796,16.0336266
55797,-4.8215728
55798,30.0328445
55800,19.6322174
55801,-2.6466198
55804,30.4336815
55805,20.2188263
55808,7.9449826
55809,-12.7602473
55810,23.6290894
55811,19.512846
55812,20.6262779
55813,-3.7557819
55814,26.0592938
55815,5.996337
55816,14.0770521
55817,24.6227913
55820,22.7353859
55821,51.1353874
55822,33.0836029
55823,27.7212563
55824,20.3941078
55825,21.4858799
55826,19.4224186
55827,14.7467957
55833,22.9227982
55836,-23.0787869
55837,-1.9078422
55840,-3.7357555
55841,-29.3675881
55842,4.2701802
55843,-6.1799002
55844,-15.3152857
55845,-8.7881766
55846,17.6916485
55847,15.7988081
55873,15.0225935
55876,-2.1989987
55877,5.3814016
55878,5.4795633
55879,16.7456494
55880,-3.5206836
55881,-1.4478882
55882,-18.5973149
55883,2.7150104
55884,13.8157578
55885,12.7432537
55889,20.9044476
55890,22.6426945
55926,5.8878484
55927,7.3231874
55929,3.0270174
55930,0.185476
55931,32.0210304
55932,44.9687234
55933,-10.5281172
55934,29.2813168
55937,14.5609188
55938,20.521904
55985,8.6856594
55986,12.8170376
55989,9.6920328
55990,-0.4318296
55991,5.0167532
55993,4.7941027
55994,-0.9344686
55995,21.2304459
56059,-14.5488501
56060,7.949287
56062,10.5804415
56063,-24.7516861
56064,-21.927683
56066,2.0281262
56143,5.4435387
56144,32.3676567
56145,7.8260851
56149,31.1539021
56150,18.3634606
56234,-20.1283722
56235,38.6893387
56236,22.9253446
56237,-27.2684536
56238,-5.6954513
56239,17.975443
56240,33.4171448
56241,9.6138087
56242,-18.75523
56332,25.8172741
56333,-8.3584185
56335,-15.3699799
56336,0.2003226
56337,4.6394201
56338,3.6559024
56339,6.5334363
56340,9.3189049
56341,26.0339451
56342,2.3842569
56343,-17.5295811
56344,12.8245764
56440,7.0644488
56443,-5.908713
56444,-3.2233513
56447,-1.2041084
56448,-18.6400471
56449,0.4425616
56450,47.4614487
56556,16.4021549
56559,-15.0508833
56560,0.8385948
56561,14.1424894
56563,8.6939974
56564,-1.9871238
56567,4.3595529
56677,30.0646992
56678,-13.1028137
56679,-5.1200957
56680,-8.3448887
56681,15.3510647
56682,17.7684059
56684,-27.7316551
56794,44.3615189
56795,4.0952125
56797,13.7167616
56798,-14.3394995
56799,-4.3422728
56800,11.00247
56802,34.7136421
56803,20.0613995
56804,-1.0406576
56916,41.015995
56917,-2.2742794
56918,38.4676934
56919,-8.0109015
56920,-4.5914517
56921,4.1552668
56922,-19.595026
56923,-9.1328907
56924,11.8828202
56925,4.5697117
56926,18.787674
57036,10.9342156
57037,28.9733926
57038,26.0876045
57039,7.5542245
57041,23.79138
57042,11.7095452
57043,14.6847763
57044,-1.2423253
57045,19.7451496
57151,7.6058893
57153,22.0082207
57154,7.668911
57155,-6.6380086
57156,26.6572094
57157,31.5082989
57158,21.5842552
57159,17.1933422
57160,42.0184326
57161,13.0482464
57263,32.062439
57266,19.8157749
57267,30.2269554
57268,25.093462
57269,17.3267784
57270,24.5412178
57271,54.2915001
57273,42.1877708
57274,11.3283949
57275,3.0555065
57276,-11.4183731
57277,23.5173321
57278,3.8362983
57279,39.3881569
57370,8.5505657
57373,8.3585663
57374,18.1084728
57375,31.1261845
57377,14.9036742
57378,20.9325734
57379,13.2634897
57380,17.2866612
57381,31.949812
57386,25.629551
57387,29.2920418
57388,-1.5970625
57389,-6.327426
57390,-4.9162026
57391,14.0452967
57394,1.7173602
57470,7.4381552
57477,35.968174
57480,10.9049588
57481,22.2624378
57482,28.5970211
57483,2.8987682
57484,24.834404
57485,-7.1176257
57486,11.3355045
57487,-3.7063043
57489,-0.372156
57557,11.2497378
57559,40.9173012
57560,-7.3443442
57561,22.0041523
57562,15.1721783
57563,-14.3447838
57601,32.9580536
57602,2.0990019
57610,-28.5336285
57611,5.1435895
57612,31.6768456
57613,-21.5628128
57614,14.5147124
57615,38.6649819
57616,14.6724186
57620,24.957756
57623,8.0646963
57624,42.7231789
57627,15.9868556
57628,18.8702354
57631,0.1631316
57632,-1.5435636
57633,0.8873252
57634,30.5701523
57635,-1.3283872
57636,-4.2528248
57637,6.663827
57638,-7.816514
57639,12.8303375
57640,7.015615
57641,31.977232
57642,24.1206188
57643,8.6359835
57644,9.7539988
57645,36.7453842
57646,15.569768
57647,1.231076
57648,12.7708588
57650,36.926468
57651,14.5316658
57652,25.4094639
57653,28.3314877
57654,27.4084778
57655,21.345705
57656,33.9689828
57657,13.0156002
57658,34.0071793
57659,53.335125
57660,34.3636665
57661,58.2108078
57662,27.6495457
57665,19.9099294
57666,14.5283127
57667,-0.6403635
57668,13.8992826
57669,34.7328339
57670,37.3943558
57671,-10.4250298
57672,3.1334517
57673,-6.6201029
57674,13.6339731
57675,4.8983666
57676,38.3600197
57677,17.726656
57679,2.043324
57682,5.2112365
57686,50.869194
57687,22.6133614
57689,15.2427817
57702,19.619505
57706,-9.0871334
57707,10.2579746
57708,8.6846018
57709,4.4625426
57710,-24.2641239
57711,15.4920044
57712,15.7951269
57713,32.1862145
57714,17.9686108
57715,16.5890503
57748,-21.7672367
57749,7.0555239
57750,-13.7155962
57752,-36.9394456
57753,50.7266312
57754,23.7160626
57755,-1.7789086
57756,9.5574026
57762,15.2354498
57801,6.7097621
57802,3.8181384
57803,-8.7818518
57805,-0.6401435
