atom_id,delta_e_kj_mol,pe_eV,bulk_reference_mean_pe_eV,bulk_reference_std_pe_eV,bulk_reference_count,x_A,y_A,z_A,first_neighbor_count
27695,-24.882523220546258,-154411.470757652,-154411.2128684716,0.07187727060743061,20,54.73863768155121,3.490435716874135,6.825039332475641,11
38906,-18.33693329976163,-154411.402917393,-154411.2128684716,0.07187727060743061,20,72.06049405214486,62.021910183799676,78.19008433257905,11
33923,10.179308056395461,-154411.107367378,-154411.2128684716,0.07187727060743061,20,65.86856744381093,15.666281034954972,2.3596741171051896,11
33997,-3.0597583273393574,-154411.244580632,-154411.2128684716,0.07187727060743061,20,62.054420973685076,63.12661719889142,58.35471259170086,11
24891,-21.14400692599553,-154411.432010661,-154411.2128684716,0.07187727060743061,20,50.33866122311652,37.1615898993239,93.2538043426099,11
27979,8.310422485461812,-154411.126737012,-154411.2128684716,0.07187727060743061,20,51.325160385267,21.347947057681484,80.2956347030658,13
36222,-9.81277685599911,-154411.314570737,-154411.2128684716,0.07187727060743061,20,65.4047286401199,35.22616232811663,42.21706548512544,11
46519,5.727081846103626,-154411.153511451,-154411.2128684716,0.07187727060743061,20,87.83431167396769,75.76333260675497,8.043460837537708,14
37642,-23.410547241032,-154411.455501696,-154411.2128684716,0.07187727060743061,20,68.1203255631076,55.57551252304363,73.95582137765335,10
25231,5.8780520588148475,-154411.151946755,-154411.2128684716,0.07187727060743061,20,46.95825300882112,95.40377493954017,79.8974141162279,11
6677,12.875715320294285,-154411.079421086,-154411.2128684716,0.07187727060743061,20,13.033345707590117,13.61687369630688,41.15546192263554,13
32624,-3.033451215889429,-154411.244307978,-154411.2128684716,0.07187727060743061,20,61.351293403810125,47.112431704324635,64.56716286692671,13
33335,-7.7839426282398225,-154411.293543352,-154411.2128684716,0.07187727060743061,20,64.91461750256477,21.552320776345994,19.500856837701637,11
46975,-21.36770025698546,-154411.434329079,-154411.2128684716,0.07187727060743061,20,88.30863410231912,72.23094991982205,48.828019800470386,11
26829,4.156537028963914,-154411.169789001,-154411.2128684716,0.07187727060743061,20,49.717897251635144,54.12322731178424,60.794917281823565,11
40264,1.0173648446553853,-154411.202324228,-154411.2128684716,0.07187727060743061,20,77.63587381191405,65.63165225299682,22.30123777424403,11
7884,-6.592926243506255,-154411.281199337,-154411.2128684716,0.07187727060743061,20,14.328268579149446,85.51779772817929,2.7428930827809515,11
46196,-7.602129141943093,-154411.291658988,-154411.2128684716,0.07187727060743061,20,88.73134093061715,73.1927249908864,9.019775943392789,13
24189,-2.9743000142256033,-154411.243694919,-154411.2128684716,0.07187727060743061,20,49.57681017996863,87.7142843665462,8.075034340463041,10
16946,-22.88483137317959,-154411.450053035,-154411.2128684716,0.07187727060743061,20,32.38449479198739,37.49865500487428,43.76161063904107,11
2839,1.900810791422465,-154411.193167956,-154411.2128684716,0.07187727060743061,20,1.5536997161980752,74.67067291635074,68.28554545060777,11
50804,5.666812284997833,-154411.154136101,-154411.2128684716,0.07187727060743061,20,95.3068544094197,6.658269540271471,2.146964308578977,13
39178,-0.959824640184717,-154411.222816353,-154411.2128684716,0.07187727060743061,20,72.91350076577281,34.6904691956967,62.65450646471962,11
39139,-16.376623538429005,-154411.382600214,-154411.2128684716,0.07187727060743061,20,72.28332842511358,28.317655054985565,55.38799352583222,11
10008,-13.812447104311776,-154411.356024398,-154411.2128684716,0.07187727060743061,20,19.572337032384983,90.98994074181971,86.86670631233093,10
40891,-9.752682508648398,-154411.313947903,-154411.2128684716,0.07187727060743061,20,75.2682708339709,63.62468098384277,53.5429724255095,11
22872,-31.028294523078095,-154411.534454083,-154411.2128684716,0.07187727060743061,20,43.216366366767616,93.74613544993156,78.61250413210638,11
21409,-1.0344325980532454,-154411.22358961,-154411.2128684716,0.07187727060743061,20,38.33464281690165,57.77421485763539,85.55096819682424,10
19957,-13.787024376399893,-154411.35576091,-154411.2128684716,0.07187727060743061,20,35.60148640083609,30.793314471213076,55.04611175707611,13
40298,-17.337462874503817,-154411.392558612,-154411.2128684716,0.07187727060743061,20,75.35010992007162,60.07648420123079,32.85075458246981,11
30517,-6.592719764446518,-154411.281197197,-154411.2128684716,0.07187727060743061,20,54.239612227807946,65.31036968708108,51.84177352831785,11
39740,-6.022028609830452,-154411.2752824,-154411.2128684716,0.07187727060743061,20,74.52924450581845,29.48682869606524,65.9437083240258,13
37430,1.7673702268608913,-154411.19455097,-154411.2128684716,0.07187727060743061,20,70.76012258168932,54.59190634037214,26.899795521368958,11
10986,-7.79770259440174,-154411.293685964,-154411.2128684716,0.07187727060743061,20,21.6817546760175,92.87185611540984,15.030018545403623,11
43425,-5.533537364211258,-154411.270219545,-154411.2128684716,0.07187727060743061,20,82.42917074297102,21.38430367819633,57.636680356540076,13
71,-0.9193390107326438,-154411.222396749,-154411.2128684716,0.07187727060743061,20,96.48904673110135,69.66715333474417,20.700088160538396,11
