role,atom_id,x_A,y_A,z_A,is_gb,first_neighbor_count
gb_sample,63586,81.318461448,83.211480854,37.5925989575,1,9
gb_sample,22946,29.3696651753,38.1006067902,77.7447440123,1,9
gb_sample,78014,99.9151800781,9.0332827297,30.8248237665,1,7
gb_sample,50900,65.215521296,44.4054450674,41.5764237223,1,13
gb_sample,39906,51.1477011242,86.8165628073,17.8475423508,1,10
gb_sample,11558,14.8457429396,75.3301813251,4.6264180737,1,10
gb_sample,53410,68.4226094412,49.6620141517,44.3731815936,1,13
gb_sample,52257,66.954151744,53.7898028009,75.4232391717,1,10
gb_sample,35937,46.0773805992,54.7112434371,51.0401506351,1,13
gb_sample,66383,84.942164569,67.2178834581,86.6951492545,1,13
gb_sample,47687,61.0686421786,81.066128396,50.2810150804,1,8
gb_sample,47389,60.6944198103,64.8123403403,19.4305924515,1,9
gb_sample,50576,64.8090959836,44.3112581234,21.9946364836,1,8
gb_sample,47736,61.136527169,26.0358867151,61.3289365591,1,7
gb_sample,37754,48.4000491707,21.8002662518,18.4623684234,1,10
gb_sample,53524,68.5698911778,34.9025495991,73.1754165051,1,10
gb_sample,49894,63.9261830244,50.3953053214,35.6416870731,1,7
gb_sample,36846,47.251543324,52.9417486027,27.7816629015,1,11
gb_sample,39988,51.2425201933,42.9508188261,17.9136177695,1,9
gb_sample,29567,37.8769964347,89.6672068565,28.3557713399,1,10
gb_sample,43925,56.2648827689,78.3808682374,17.0319464708,1,9
gb_sample,47964,61.4365401637,84.5793192123,10.2098780684,1,9
gb_sample,48423,62.0399705697,31.8362993717,21.7493589191,1,9
gb_sample,49654,63.6090015147,26.5765872649,45.3347109203,1,7
gb_sample,53370,68.3754242781,49.2859067416,73.465854521,1,10
gb_sample,6462,8.3726299597,32.0098668294,33.7582796548,1,9
gb_sample,29610,37.9339715455,79.948032858,85.2779306176,1,7
gb_sample,19544,25.0360734946,66.3878521607,39.5949865716,1,13
gb_sample,63106,80.706060166,46.0294702608,63.2067291906,1,10
gb_sample,29508,37.7927185047,29.4372244569,73.2724509543,1,8
gb_sample,72376,92.7093789872,88.9393375673,38.4822435988,1,7
gb_sample,42080,53.9262904672,67.4991992929,51.174486961,1,13
gb_sample,51055,65.4153271289,75.3879100201,90.0171382804,1,10
gb_sample,63702,81.4630638112,34.2028784808,19.0436209814,1,9
gb_sample,6369,8.2533028598,40.0106787457,11.3766464933,1,10
gb_sample,65896,84.3015759387,75.1100873974,92.6377455463,1,11
gb_sample,38202,48.9932189786,55.653260158,63.4483456506,1,8
gb_sample,30557,39.1398556145,61.6632998546,3.1878865477,1,6
gb_sample,28286,36.250667712,71.4997041927,94.0001332333,1,10
gb_sample,38736,49.6907409547,65.0365489486,24.4471566396,1,10
gb_sample,13504,17.3111059154,4.852479731,18.189987272,1,10
gb_sample,4188,5.4355040296,99.8533691413,4.2847666459,1,9
gb_sample,57209,73.2115882177,25.9391968319,77.1411422597,1,9
gb_sample,29278,37.5023239781,59.916120355,5.4958956945,1,7
gb_sample,1356,1.7888951855,63.3217622655,19.23043259,1,9
gb_sample,72906,93.3976270622,0.5763460796,28.1930011597,1,10
gb_sample,24852,31.8155831948,77.2906535188,86.3925814768,1,8
gb_sample,71396,91.4385595382,68.8299018449,98.4490166659,1,10
gb_sample,61762,78.9724523501,63.7660123862,33.5576143858,1,13
gb_sample,38750,49.7065394176,58.3385511354,8.0625642168,1,9
gb_sample,12760,16.3859236799,12.6617971831,12.2911103666,1,11
gb_sample,26257,33.6302841983,82.0006929094,33.1305944562,1,8
gb_sample,68487,87.6689100015,71.5721632865,76.808125232,1,9
gb_sample,6454,8.3622172064,98.9431295908,60.553128558,1,11
gb_sample,36620,46.9442953487,57.0364638386,56.1891671822,1,13
gb_sample,10784,13.8663705434,30.5003681162,46.2608182852,1,8
gb_sample,38690,49.6292301799,66.7617738166,64.035330785,1,13
gb_sample,2990,3.8843541943,9.7291864878,91.7670577881,1,11
gb_sample,16107,20.6294991774,64.4154629139,2.372838304,1,9
gb_sample,54832,70.2149271973,30.3772386037,5.9384730376,1,9
gb_sample,26630,34.1091003145,39.8411494414,80.1859683501,1,9
gb_sample,41023,52.5839669239,82.4276545421,76.9258177414,1,7
gb_sample,66925,85.6431557826,40.3836128221,39.7243561599,1,8
gb_sample,36990,47.4347622292,16.6549083208,18.4394015736,1,13
gb_sample,34285,43.9197128341,79.4023905812,34.7055948211,1,10
gb_sample,16229,20.7844514827,2.8616000122,27.3625432861,1,13
gb_sample,72625,93.031436501,54.759108414,70.7716664664,1,11
gb_sample,42362,54.2740694971,69.8807165421,79.3240689602,1,13
gb_sample,74213,95.0647002208,4.6779371441,28.1805382668,1,9
gb_sample,28810,36.9144853003,67.5161888344,27.8191819594,1,11
gb_sample,48447,62.0696378744,44.6639051503,34.9866358233,1,9
gb_sample,30747,39.3769512555,34.7852805487,16.2491683146,1,8
gb_sample,32534,41.6612924334,47.1596564139,86.6196814938,1,10
gb_sample,24454,31.2977643458,88.4861815471,24.248942249,1,9
gb_sample,26685,34.1921008608,57.8203372665,85.950363922,1,8
gb_sample,40587,52.034124502,38.9296945672,75.269595664,1,9
gb_sample,76298,97.75336328,20.6699964402,91.1782486666,1,11
gb_sample,59773,76.4344782083,38.0747608188,65.0559581574,1,10
gb_sample,16284,20.8540356521,66.4046107482,32.677515673,1,13
gb_sample,46360,59.3771690297,19.6119852129,90.5311014656,1,9
gb_sample,45524,58.3095645533,45.8715416697,49.416712368,1,11
gb_sample,5453,7.0739136989,0.5214169529,27.7851685228,1,10
gb_sample,26051,33.374720359,26.5779370981,39.3181332283,1,11
gb_sample,69402,88.8604783654,67.601226451,78.3618829296,1,13
gb_sample,31654,40.5332357727,85.121212911,0.1545035132,1,9
gb_sample,17370,22.2433594563,74.9729417587,10.3928800665,1,8
gb_sample,39457,50.5639577171,73.9750700464,95.5928845139,1,9
gb_sample,27101,34.7274004171,73.176293397,28.9128574475,1,9
gb_sample,27351,35.0533912481,11.0399728917,21.601366972,1,11
gb_sample,57532,73.6340915408,54.6015382555,88.5084133762,1,10
gb_sample,46032,58.9460844864,10.2870532301,1.969443121,1,11
