atom_id,delta_e_kj_mol,pe_eV,bulk_reference_pe_eV,x_A,y_A,z_A,first_neighbor_count
47156,-1.1958926574465598,-274146.679378708,-274146.666984154,57.87786210676824,75.76485091720492,84.33421187524291,13
7587,0.2622142362297001,-274146.664266495,-274146.666984154,11.652898259563445,82.88603014089657,80.16706436934626,13
33535,-0.5813027012297509,-274146.673008932,-274146.666984154,41.67447430726265,8.263991949413601,20.506121774929785,13
76729,-3.595762387117462,-274146.704251605,-274146.666984154,96.19991902466575,0.03933080885560303,18.41098029333578,13
52987,6.580334581523916,-274146.598783792,-274146.666984154,66.40830354095124,5.689263314359703,20.085928190394043,10
8976,0.6871202006451447,-274146.659862655,-274146.666984154,11.117661405420813,12.577380855448485,19.31230027950713,13
65937,-0.2990685384237221,-274146.670083781,-274146.666984154,83.42719123685336,70.29466606332126,83.89174371825294,11
62515,-3.982159509859582,-274146.708256329,-274146.666984154,75.2590322895111,54.7558429821832,81.03824645620543,14
43464,-1.1957851692723642,-274146.679377594,-274146.666984154,54.661827148227914,2.0502396546186246,13.41332179516346,13
72546,0.06708268490247755,-274146.666288891,-274146.666984154,90.74030743366404,56.88194665174381,54.172663458088856,13
65261,0.308704727718614,-274146.663784655,-274146.666984154,81.18996047962294,73.93652144137364,71.99573577803739,13
52894,-5.878704628680388,-274146.727912634,-274146.666984154,66.26920589190684,32.947656657535866,43.5395493497861,14
36244,1.627437104754524,-274146.650116957,-274146.666984154,45.125115550301324,40.66770091618493,13.43727022831875,11
9095,-0.11684489086789683,-274146.668195166,-274146.666984154,11.370321410141754,95.87337019632984,87.95704248520218,13
62957,3.4880653638318218,-274146.630832904,-274146.666984154,79.19157021291464,24.916338575775548,84.04202795956655,11
16486,6.273616781606962,-274146.601962698,-274146.666984154,20.34402568932716,1.3660962946294999,77.29344880845862,11
57254,0.5550070804953462,-274146.661231911,-274146.666984154,72.35520351471415,30.792337593813887,18.89597604101835,13
41011,-1.5548160634552848,-274146.683098687,-274146.666984154,51.68805160906817,89.57308092515615,45.518151309076536,13
24815,-0.41213728588247717,-274146.671255656,-274146.666984154,31.348093292651306,22.188112028770494,16.12676037913642,13
8575,-1.159714128388452,-274146.679003744,-274146.666984154,11.956422974930089,86.12760191670596,31.912238532753243,13
23597,-1.8168370355097185,-274146.685814343,-274146.666984154,29.41469614083201,74.6989247343883,79.07787688310242,11
70900,0.4845540665152503,-274146.661962105,-274146.666984154,88.52232940387223,18.298987031361733,58.65571740112043,13
44158,-1.7333389199627594,-274146.684948946,-274146.666984154,55.26588098156884,53.34176791370935,14.299756449158119,13
70567,0.5881919524208237,-274146.660887974,-274146.666984154,89.08538266194455,69.61502213188095,23.92773542516463,13
3877,-0.06152984997950885,-274146.667621866,-274146.666984154,6.1690367558430355,93.00360919370499,20.151310332521117,13
73283,2.5119625301113877,-274146.640949497,-274146.666984154,92.1912705654876,97.32236219963238,44.70011539087808,11
40551,2.8415444614250838,-274146.637533621,-274146.666984154,50.56300131337966,89.72433259714424,77.54450170987629,11
5534,0.6567223046098828,-274146.660177707,-274146.666984154,6.726320572660791,87.80759578612611,11.343866543709481,13
24366,-0.3264248319507799,-274146.670367309,-274146.666984154,32.19567663405512,74.9979848024574,97.46445050676873,13
17720,2.5120092286937816,-274146.640949013,-274146.666984154,20.91364333512763,78.20415118748289,20.6993994991682,11
52161,-0.4580907408657687,-274146.67173193,-274146.666984154,65.38153452340367,21.339606953683603,1.0161068928212955,13
7752,-1.9345758658552823,-274146.68703462,-274146.666984154,11.137750076051214,15.683203263148068,19.77904609897882,13
42768,2.4175772985770427,-274146.641927731,-274146.666984154,52.81926198269278,86.92529484444867,76.09411024502953,11
43607,4.8153017689448,-274146.617077068,-274146.666984154,53.16193767150678,80.61504234929826,1.8998939629532743,9
8301,-2.4099974025908644,-274146.691962017,-274146.666984154,10.451907023034176,12.08047199288959,16.888075031031125,13
70440,2.555412289600849,-274146.640499172,-274146.666984154,87.29356114973633,72.98468185271167,88.18476735813655,11
32341,5.6871313633107565,-274146.608041191,-274146.666984154,39.7873777271791,20.406698658000234,83.17578027246843,11
43490,1.8274896982174151,-274146.648043558,-274146.666984154,54.723185691055356,9.179071033782071,96.52539091077135,11
46766,-0.3081003363003458,-274146.670177389,-274146.666984154,56.21391160390544,18.18139902195231,14.54491725911408,13
45579,0.816586631602216,-274146.65852083,-274146.666984154,58.092021925822586,84.85517151496714,44.03060765531085,11
6218,2.695004467126257,-274146.639052401,-274146.666984154,6.972496539966025,70.85948463551482,68.74003184569177,11
